"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-13","2023","07","15.5217653817","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-14","2023","07","13.331896919","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-15","2023","07","3.77863528","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-16","2023","07","25.7531724189","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-17","2023","07","18.6440358654","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-18","2023","07","6.5204052636","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-19","2023","07","8.3492338702","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-20","2023","07","6.3113162597","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-21","2023","07","5.0544144717","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-22","2023","07","11.5099318356","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-23","2023","07","11.2662886873","IMD GRID MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-07-01","2023","07","16.1041947819","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-01","2023","07","15.1749870366","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-02","2023","07","27.1913177772","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-03","2023","07","12.2747497158","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-04","2023","07","6.3332073074","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-05","2023","07","38.3456208253","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-06","2023","07","10.0901199491","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-07","2023","07","5.561009356","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-08","2023","07","6.1473793337","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-09","2023","07","1.9507889454","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-10","2023","07","9.4020740826","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-11","2023","07","4.5289966173","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-12","2023","07","6.0750242209","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-13","2023","07","11.1052748246","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-14","2023","07","21.1641910497","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-15","2023","07","6.5990077782","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-16","2023","07","2.2668919296","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-17","2023","07","0.0067268463","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-18","2023","07","1.4828336266","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-19","2023","07","NA","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-20","2023","07","NA","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-21","2023","07","0.0111979807","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-22","2023","07","0.9005212557","IMD GRID MODEL"
"Ganga Basin","Kosi","2023-07-23","2023","07","1.5620865618","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-01","2023","07","19.7177522604","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-02","2023","07","23.7125854974","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-03","2023","07","3.1842733607","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-04","2023","07","12.5394006066","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-05","2023","07","12.5846222727","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-06","2023","07","25.8328169012","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-07","2023","07","27.7582116861","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-08","2023","07","21.9085998022","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-09","2023","07","29.847390807","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-10","2023","07","7.4043420629","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-11","2023","07","6.6571087615","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-12","2023","07","23.2002005576","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-13","2023","07","14.7504284594","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-14","2023","07","20.3149161739","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-15","2023","07","10.7829951906","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-16","2023","07","6.0966721702","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-17","2023","07","2.2042376536","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-18","2023","07","17.4749212726","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-19","2023","07","7.8879183122","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-20","2023","07","0.6436082271","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-21","2023","07","1.5974172506","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-22","2023","07","14.084063498","IMD GRID MODEL"
"Ganga Basin","Ramganga","2023-07-23","2023","07","3.7219078761","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-02","2023","07","8.0392685225","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-03","2023","07","2.4427695818","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-04","2023","07","4.3800510467","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-05","2023","07","9.5131494658","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-06","2023","07","2.3976664231","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-07","2023","07","11.5384454258","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-08","2023","07","14.0208831134","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-09","2023","07","7.4472529553","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-10","2023","07","6.0867704729","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-11","2023","07","3.0215278824","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-13","2023","07","1.5597276401","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-12","2023","07","9.3100117581","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-14","2023","07","0.2182045731","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-15","2023","07","9.4263619334","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-16","2023","07","21.0137928465","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-17","2023","07","10.7649178068","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-18","2023","07","5.6600618335","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-19","2023","07","0.5025012308","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-20","2023","07","0.2265317487","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-21","2023","07","0.5962961426","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-22","2023","07","2.4474905636","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-23","2023","07","4.8132790832","IMD GRID MODEL"
"Ganga Basin","Sone","2023-07-01","2023","07","10.2300067668","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-02","2023","07","5.9518792845","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-03","2023","07","2.9152882184","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-04","2023","07","3.7304284361","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-05","2023","07","3.4927804188","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-06","2023","07","5.1496605744","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-07","2023","07","4.5794295377","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-08","2023","07","11.079462077","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-09","2023","07","3.0284310966","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-10","2023","07","10.8759938929","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-11","2023","07","3.207372169","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-13","2023","07","0.1846511782","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-12","2023","07","4.9835100851","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-14","2023","07","0.0438211224","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-15","2023","07","14.8523516217","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-16","2023","07","10.4487690425","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-17","2023","07","6.5829500622","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-18","2023","07","3.0478365573","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-19","2023","07","0.4490566047","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-20","2023","07","0.0753836774","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-21","2023","07","0.0136500136","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-22","2023","07","0.0536352673","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-23","2023","07","4.6564140412","IMD GRID MODEL"
"Ganga Basin","Tons","2023-07-01","2023","07","8.6788148624","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-01","2023","07","18.1608100299","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-02","2023","07","13.2943985031","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-03","2023","07","6.876856194","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-04","2023","07","5.8460980181","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-05","2023","07","5.3482726564","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-06","2023","07","9.8819640039","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-07","2023","07","17.0394099431","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-08","2023","07","11.9053920966","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-09","2023","07","13.8295897612","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-10","2023","07","15.9876988637","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-11","2023","07","9.3137830913","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-12","2023","07","12.8442738147","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-13","2023","07","23.9439622598","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-14","2023","07","14.0004056698","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-15","2023","07","15.4014471992","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-16","2023","07","8.6503255494","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-17","2023","07","1.2735174296","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-18","2023","07","3.2591051233","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-19","2023","07","0.8626512345","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-20","2023","07","0.2386669413","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-21","2023","07","0.2302217222","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-22","2023","07","1.3548167305","IMD GRID MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2023-07-23","2023","07","2.4689121901","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-01","2023","07","11.1500832252","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-02","2023","07","9.1195160805","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-03","2023","07","2.7343015325","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-04","2023","07","2.9333137388","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-05","2023","07","4.956425356","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-06","2023","07","8.5536388704","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-07","2023","07","12.4776690119","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-08","2023","07","13.5575126318","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-09","2023","07","11.9164666879","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-10","2023","07","8.9747963557","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-11","2023","07","4.5135617447","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-12","2023","07","9.4575509561","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-13","2023","07","6.7735316285","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-14","2023","07","9.3923090118","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-15","2023","07","8.1619183538","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-16","2023","07","20.5162041782","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-17","2023","07","9.6338477047","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-18","2023","07","5.4851031173","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-19","2023","07","3.7946823178","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-20","2023","07","0.608766596","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-21","2023","07","0.507357519","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-22","2023","07","1.3609140507","IMD GRID MODEL"
"Ganga Basin","Yamuna Lower","2023-07-23","2023","07","4.4559624188","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-01","2023","07","5.2634113148","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-02","2023","07","0.4013438373","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-03","2023","07","0.9913634394","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-04","2023","07","2.4149252919","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-05","2023","07","5.227971572","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-06","2023","07","4.0239846624","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-07","2023","07","5.8818079761","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-08","2023","07","14.5579633776","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-09","2023","07","13.6069303248","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-10","2023","07","20.776838564","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-11","2023","07","17.6563544027","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-12","2023","07","4.7507639687","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-13","2023","07","7.5061816361","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-14","2023","07","4.9142081098","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-15","2023","07","2.1727208386","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-16","2023","07","11.8104413977","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-17","2023","07","5.9779517552","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-18","2023","07","2.6952644758","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-19","2023","07","7.9290593186","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-20","2023","07","1.4159248657","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-21","2023","07","0.7208903742","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-22","2023","07","0.1321596197","IMD GRID MODEL"
"Ganga Basin","Yamuna Middle","2023-07-23","2023","07","0.1809923778","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-02","2023","07","3.5493311183","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-03","2023","07","1.0617170255","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-04","2023","07","3.0930727833","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-05","2023","07","6.6236276032","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-06","2023","07","18.7793141155","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-07","2023","07","5.3353507731","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-08","2023","07","12.8011673838","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-09","2023","07","51.2908476414","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-10","2023","07","56.7259389195","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-11","2023","07","55.7790487045","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-13","2023","07","30.8449887933","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-12","2023","07","15.159740943","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-14","2023","07","3.8863042442","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-15","2023","07","5.0277087464","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-16","2023","07","13.7912979998","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-17","2023","07","8.2305154544","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-18","2023","07","11.6138045913","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-19","2023","07","9.7138763568","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-20","2023","07","8.1341092113","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-21","2023","07","0.7415377086","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-22","2023","07","22.0659307821","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-23","2023","07","6.0038204029","IMD GRID MODEL"
"Ganga Basin","Yamuna Upper","2023-07-01","2023","07","6.0855641729","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-02","2023","07","0.1103431848","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-03","2023","07","0.3666837243","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-04","2023","07","14.209352651","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-05","2023","07","18.7873786319","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-06","2023","07","12.0370505943","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-07","2023","07","28.9337880222","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-08","2023","07","8.1513493736","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-09","2023","07","4.8405757067","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-10","2023","07","1.1375732327","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-11","2023","07","14.5677325979","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-13","2023","07","5.9217975301","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-12","2023","07","4.7270481827","IMD GRID MODEL"
"Godavari Basin","Godavari Lower","2023-07-14","2023","07","14.6709084408","IMD GRID MODEL"
